t,pos1,pos2
1.087470256,0.02783113,0.079324584
1.087601038,0.027882957,0.079143704
1.087731161,0.02793448,0.078965487
1.087860648,0.027985709,0.078789886
1.087989519,0.028036653,0.078616851
1.088117794,0.028087322,0.078446341
1.088245492,0.028137723,0.078278311
1.088372631,0.028187864,0.078112721
1.088499228,0.028237754,0.077949532
1.0886253,0.0282874,0.077788708
1.088750862,0.028336809,0.077630213
1.088875931,0.028385987,0.077474011
1.08900052,0.028434942,0.077320072
1.089124643,0.028483679,0.077168362
1.089248315,0.028532206,0.077018853
1.089371548,0.028580527,0.076871515
1.089494356,0.028628648,0.076726319
1.089616749,0.028676575,0.076583239
1.08973874,0.028724314,0.07644225
1.08986034,0.028771869,0.076303325
1.08998156,0.028819245,0.076166442
1.090102412,0.028866447,0.076031576
1.090222904,0.02891348,0.075898705
1.090343047,0.028960349,0.075767808
1.090462851,0.029007057,0.075638863
1.090582325,0.02905361,0.07551185
1.090701478,0.02910001,0.075386751
1.090820319,0.029146263,0.075263544
1.090938856,0.029192372,0.075142214
1.091057098,0.029238341,0.07502274
1.091175053,0.029284173,0.074905108
1.09129273,0.029329873,0.074789298
1.091410134,0.029375443,0.074675297
1.091527275,0.029420888,0.074563087
1.091644159,0.029466211,0.074452654
1.091760793,0.029511414,0.074343982
1.091877185,0.029556501,0.074237059
1.091993341,0.029601476,0.074131869
1.092109268,0.029646341,0.074028399
1.092224972,0.029691099,0.073926636
1.092340459,0.029735754,0.073826568
1.092455737,0.029780308,0.073728182
1.09257081,0.029824763,0.073631465
1.092685685,0.029869124,0.073536408
1.092800368,0.029913391,0.073442997
1.092914864,0.029957569,0.073351222
1.093029179,0.030001659,0.073261072
1.093143318,0.030045665,0.073172538
1.093257287,0.030089588,0.073085608
1.093371091,0.030133431,0.073000272
1.093484735,0.030177197,0.072916522
1.093598225,0.030220888,0.072834348
1.093711564,0.030264507,0.07275374
1.093824759,0.030308054,0.07267469
1.093937814,0.030351534,0.07259719
1.094050733,0.030394948,0.07252123
1.094163522,0.030438298,0.072446803
1.094276185,0.030481587,0.0723739
1.094388726,0.030524816,0.072302515
1.094501151,0.030567988,0.072232639
1.094613463,0.030611104,0.072164265
1.094725666,0.030654168,0.072097386
1.094837766,0.030697181,0.072031995
1.094949766,0.030740144,0.071968085
1.09506167,0.03078306,0.071905649
1.095173483,0.030825931,0.071844682
1.095285209,0.030868759,0.071785176
